sample.id,Abundance,Potential_N,Potential_N_micro,management,N.dosage,Genotype,Inoculant,Growth.stage,Kingdom,Phylum,Class,Order,Family,Genus
NIL 1_N:67_Proven_V8,1.718614034,1506.148232,1.506,N:67_Proven,N:67,NIL 1,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 1_N:67_None_VT,1.717012483,967.3209525,0.967,N:67_None,N:67,NIL 1,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 1_N:67_None_VT,1.717012483,987.2726761,0.987,N:67_None,N:67,NIL 1,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 1_N:67_None_VT,1.717012483,1364.055813,1.364,N:67_None,N:67,NIL 1,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 1_N:67_None_VT,1.717012483,1865.590342,1.866,N:67_None,N:67,NIL 1,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 1_N:0_Proven_V8,1.714590376,903.1248924,0.903,N:0_Proven,N:0,NIL 1,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 1_N:0_Proven_V8,1.714590376,1220.794711,1.221,N:0_Proven,N:0,NIL 1,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 1_N:0_Proven_V8,1.714590376,1229.367502,1.229,N:0_Proven,N:0,NIL 1,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 1_N:0_Proven_VT,1.699922731,652.5743808,0.653,N:0_Proven,N:0,NIL 1,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 1_N:0_Proven_VT,1.699922731,1031.54789,1.032,N:0_Proven,N:0,NIL 1,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 1_N:0_Proven_VT,1.699922731,1133.671066,1.134,N:0_Proven,N:0,NIL 1,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 1_N:0_Proven_VT,1.699922731,1414.163439,1.414,N:0_Proven,N:0,NIL 1,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 2_N:0_Proven_VT,1.697342916,680.4512021,0.68,N:0_Proven,N:0,NIL 2,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 2_N:0_Proven_VT,1.697342916,937.1844556,0.937,N:0_Proven,N:0,NIL 2,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 2_N:0_Proven_VT,1.697342916,1031.480165,1.031,N:0_Proven,N:0,NIL 2,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 2_N:0_Proven_VT,1.697342916,1531.453704,1.531,N:0_Proven,N:0,NIL 2,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 1_N:0_Proven_VT,1.68368912,652.5743808,0.653,N:0_Proven,N:0,NIL 1,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 1_N:0_Proven_VT,1.68368912,1031.54789,1.032,N:0_Proven,N:0,NIL 1,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 1_N:0_Proven_VT,1.68368912,1133.671066,1.134,N:0_Proven,N:0,NIL 1,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 1_N:0_Proven_VT,1.68368912,1414.163439,1.414,N:0_Proven,N:0,NIL 1,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
B73_N:67_Proven_VT,1.679304212,1054.770233,1.005,N:67_Proven,N:67,NIL 1,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
B73_N:67_Proven_VT,1.679304212,1098.509903,1.099,N:67_Proven,N:67,NIL 1,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
B73_N:67_Proven_VT,1.679304212,1114.89202,1.115,N:67_Proven,N:67,NIL 1,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
B73_N:67_Proven_VT,1.679304212,1521.753388,1.522,N:67_Proven,N:67,NIL 1,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
B73_N:67_Proven_VT,1.678693838,1054.770233,1.005,N:0_Proven,N:0,B73,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
B73_N:67_Proven_VT,1.678693838,1098.509903,1.099,N:0_Proven,N:0,B73,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
B73_N:67_Proven_VT,1.678693838,1114.89202,1.115,N:0_Proven,N:0,B73,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
B73_N:67_Proven_VT,1.678693838,1521.753388,1.522,N:0_Proven,N:0,B73,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
B73_N:67_None_V8,1.659009699,922.8785931,0.923,N:67_None,N:67,B73,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
B73_N:67_None_V8,1.659009699,1362.375581,1.362,N:67_None,N:67,B73,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
B73_N:67_None_V8,1.659009699,1404.903666,1.405,N:67_None,N:67,B73,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
B73_N:67_None_V8,1.659009699,1483.401133,1.483,N:67_None,N:67,B73,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 1_N:67_None_V8,1.657346213,724.7807451,0.725,N:67_None,N:67,NIL 1,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 1_N:67_None_V8,1.657346213,1045.850344,1.046,N:67_None,N:67,NIL 1,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 1_N:67_None_V8,1.657346213,1115.461691,1.115,N:67_None,N:67,NIL 1,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 1_N:67_None_V8,1.657346213,1596.485479,1.596,N:67_None,N:67,NIL 1,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 1_N:67_Proven_VT,1.617032212,868.406438,0.868,N:67_Proven,N:67,NIL 1,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 1_N:67_Proven_VT,1.617032212,936.3858374,0.936,N:67_Proven,N:67,NIL 1,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 1_N:67_Proven_VT,1.617032212,948.5851959,0.949,N:67_Proven,N:67,NIL 1,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 1_N:67_Proven_VT,1.617032212,1436.633929,1.437,N:67_Proven,N:67,NIL 1,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 2_N:0_None_V8,1.604097294,1022.692937,1.023,N:0_None,N:0,NIL 2,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 2_N:0_None_V8,1.604097294,1027.449106,1.027,N:0_None,N:0,NIL 2,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 2_N:0_None_V8,1.604097294,1239.715728,1.24,N:0_None,N:0,NIL 2,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 2_N:0_None_V8,1.604097294,1336.273915,1.336,N:0_None,N:0,NIL 2,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
B73_N:0_None_V8,1.589057513,516.1674651,0.516,N:0_None,N:0,B73,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
B73_N:0_None_V8,1.589057513,796.9841759,0.797,N:0_None,N:0,B73,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
B73_N:0_None_V8,1.589057513,887.5058724,0.888,N:0_None,N:0,B73,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
B73_N:0_None_V8,1.589057513,1008.689388,1.009,N:0_None,N:0,B73,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
B73_N:0_None_V8,1.589057513,1137.333952,1.137,N:0_None,N:0,B73,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 1_N:67_None_VT,1.58814532,967.3209525,0.967,N:67_None,N:67,NIL 1,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 1_N:67_None_VT,1.58814532,987.2726761,0.987,N:67_None,N:67,NIL 1,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 1_N:67_None_VT,1.58814532,1364.055813,1.364,N:67_None,N:67,NIL 1,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 1_N:67_None_VT,1.58814532,1865.590342,1.866,N:67_None,N:67,NIL 1,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 1_N:67_Proven_V8,1.575334759,1328.121866,1.328,N:67_Proven,N:67,NIL 1,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 1_N:67_Proven_V8,1.575334759,1483.489554,1.483,N:67_Proven,N:67,NIL 1,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 1_N:67_Proven_V8,1.575334759,1506.148232,1.506,N:67_Proven,N:67,NIL 1,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
B73_N:67_None_VT,1.556425694,1291.10839,1.291,N:67_None,N:67,B73,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
B73_N:67_None_VT,1.556425694,1427.823094,1.428,N:67_None,N:67,B73,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
B73_N:67_None_VT,1.556425694,1454.325802,1.454,N:67_None,N:67,B73,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
B73_N:67_None_VT,1.556425694,1945.528892,1.946,N:67_None,N:67,B73,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 1_N:0_None_V8,1.536280484,1014.828984,1.015,N:0_None,N:0,NIL 1,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 1_N:0_None_V8,1.536280484,1046.623931,1.047,N:0_None,N:0,NIL 1,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 1_N:0_None_V8,1.536280484,1251.098298,1.251,N:0_None,N:0,NIL 1,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 1_N:0_None_V8,1.532233331,1014.828984,1.015,N:0_None,N:0,NIL 1,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 1_N:0_None_V8,1.532233331,1046.623931,1.047,N:0_None,N:0,NIL 1,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 1_N:0_None_V8,1.532233331,1251.098298,1.251,N:0_None,N:0,NIL 1,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 1_N:67_Proven_V8,1.530235444,1328.121866,1.328,N:67_Proven,N:67,NIL 1,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 1_N:67_Proven_V8,1.530235444,1483.489554,1.483,N:67_Proven,N:67,NIL 1,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 1_N:67_Proven_V8,1.530235444,1506.148232,1.506,N:67_Proven,N:67,NIL 1,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
B73_N:67_None_VT,1.530232346,1291.10839,1.291,N:67_None,N:67,B73,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
B73_N:67_None_VT,1.530232346,1427.823094,1.428,N:67_None,N:67,B73,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
B73_N:67_None_VT,1.530232346,1454.325802,1.454,N:67_None,N:67,B73,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
B73_N:67_None_VT,1.530232346,1945.528892,1.946,N:67_None,N:67,B73,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 1_N:0_Proven_V8,1.520721346,903.1248924,0.903,N:0_Proven,N:0,NIL 1,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 1_N:0_Proven_V8,1.520721346,1220.794711,1.221,N:0_Proven,N:0,NIL 1,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 1_N:0_Proven_V8,1.520721346,1229.367502,1.229,N:0_Proven,N:0,NIL 1,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 2_N:67_Proven_V8,1.506970501,1052.989525,1.053,N:67_Proven,N:67,NIL 2,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 2_N:67_Proven_V8,1.506970501,1114.240465,1.114,N:67_Proven,N:67,NIL 2,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 2_N:67_Proven_V8,1.506970501,1775.648201,1.776,N:67_Proven,N:67,NIL 2,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 2_N:67_None_VT,1.502671676,815.7903832,0.816,N:67_None,N:67,NIL 2,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 2_N:67_None_VT,1.502671676,1171.951717,1.172,N:67_None,N:67,NIL 2,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 2_N:67_None_VT,1.502671676,1310.244886,1.31,N:67_None,N:67,NIL 2,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 2_N:67_None_VT,1.502671676,2059.831068,2.06,N:67_None,N:67,NIL 2,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 2_N:0_Proven_V8,1.493605223,723.0651062,0.723,N:0_Proven,N:0,NIL 2,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 2_N:0_Proven_V8,1.493605223,819.2903951,0.819,N:0_Proven,N:0,NIL 2,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 2_N:0_Proven_V8,1.493605223,1128.957936,1.129,N:0_Proven,N:0,NIL 2,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 2_N:0_Proven_V8,1.493605223,1291.05898,1.291,N:0_Proven,N:0,NIL 2,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 2_N:0_Proven_V8,1.485495399,723.0651062,0.723,N:0_Proven,N:0,NIL 2,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 2_N:0_Proven_V8,1.485495399,819.2903951,0.819,N:0_Proven,N:0,NIL 2,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 2_N:0_Proven_V8,1.485495399,1128.957936,1.129,N:0_Proven,N:0,NIL 2,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 2_N:0_Proven_V8,1.485495399,1291.05898,1.291,N:0_Proven,N:0,NIL 2,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 1_N:67_None_V8,1.485440162,724.7807451,0.725,N:67_None,N:67,NIL 1,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 1_N:67_None_V8,1.485440162,1045.850344,1.046,N:67_None,N:67,NIL 1,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 1_N:67_None_V8,1.485440162,1115.461691,1.115,N:67_None,N:67,NIL 1,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 1_N:67_None_V8,1.485440162,1596.485479,1.596,N:67_None,N:67,NIL 1,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 2_N:0_None_V8,1.479377918,1022.692937,1.023,N:0_None,N:0,NIL 2,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 2_N:0_None_V8,1.479377918,1027.449106,1.027,N:0_None,N:0,NIL 2,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 2_N:0_None_V8,1.479377918,1239.715728,1.24,N:0_None,N:0,NIL 2,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 2_N:0_None_V8,1.479377918,1336.273915,1.336,N:0_None,N:0,NIL 2,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 2_N:67_Proven_VT,1.461495222,828.7182019,0.829,N:67_Proven,N:67,NIL 2,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 2_N:67_Proven_VT,1.461495222,996.0427302,0.996,N:67_Proven,N:67,NIL 2,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 2_N:67_Proven_VT,1.461495222,1234.685187,1.235,N:67_Proven,N:67,NIL 2,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 2_N:67_Proven_VT,1.461495222,1263.364995,1.263,N:67_Proven,N:67,NIL 2,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
B73_N:0_None_VT,1.459996107,762.0693177,0.762,N:0_None,N:0,B73,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
B73_N:0_None_VT,1.459996107,918.170268,0.918,N:0_None,N:0,B73,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
B73_N:0_None_VT,1.459996107,1033.735045,1.034,N:0_None,N:0,B73,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
B73_N:67_None_V8,1.444571627,922.8785931,0.923,N:67_None,N:67,B73,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
B73_N:67_None_V8,1.444571627,1362.375581,1.362,N:67_None,N:67,B73,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
B73_N:67_None_V8,1.444571627,1404.903666,1.405,N:67_None,N:67,B73,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
B73_N:67_None_V8,1.444571627,1483.401133,1.483,N:67_None,N:67,B73,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 2_N:0_None_V8,1.441704403,1022.692937,1.023,N:0_None,N:0,NIL 2,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 2_N:0_None_V8,1.441704403,1027.449106,1.027,N:0_None,N:0,NIL 2,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 2_N:0_None_V8,1.441704403,1239.715728,1.24,N:0_None,N:0,NIL 2,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 2_N:0_None_V8,1.441704403,1336.273915,1.336,N:0_None,N:0,NIL 2,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
B73_N:0_None_V8,1.435767399,516.1674651,0.516,N:0_None,N:0,B73,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
B73_N:0_None_V8,1.435767399,796.9841759,0.797,N:0_None,N:0,B73,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
B73_N:0_None_V8,1.435767399,887.5058724,0.888,N:0_None,N:0,B73,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
B73_N:0_None_V8,1.435767399,1008.689388,1.009,N:0_None,N:0,B73,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
B73_N:0_None_V8,1.435767399,1137.333952,1.137,N:0_None,N:0,B73,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
B73_N:0_Proven_V8,1.42927654,752.5340089,0.753,N:0_Proven,N:0,B73,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
B73_N:0_Proven_V8,1.42927654,801.4305873,0.801,N:0_Proven,N:0,B73,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 2_N:67_None_V8,1.409337065,863.0964207,0.863,N:67_None,N:67,NIL 2,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 2_N:67_None_V8,1.409337065,1352.706321,1.353,N:67_None,N:67,NIL 2,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 2_N:67_None_V8,1.409337065,1441.335327,1.441,N:67_None,N:67,NIL 2,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
NIL 2_N:67_None_V8,1.409337065,1787.516619,1.788,N:67_None,N:67,NIL 2,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
